Subject,Year,URL,Understanding of the learning area,Description/Achievement,Content description,Page count WRT PDF's,Count of pages(330 words per page)
Drama,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/drama/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,383,8346,39,42
Drama,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/drama/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,481,8620,38,43
Drama,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/drama/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,481,8620,38,43
Drama,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/drama/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,520,11073,44,51
Drama,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/drama/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,520,11073,44,51
Drama,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/drama/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,439,15831,57,65
Drama,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/drama/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,439,15831,57,65
Drama,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/drama/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,464,10045,44,47
Drama,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/drama/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,464,10045,44,47
Media Arts,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,342,11718,47,52
Media Arts,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,416,9885,42,47
Media Arts,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,416,9885,42,47
Media Arts,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,481,13532,48,58
Media Arts,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,481,13532,48,58
Media Arts,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,504,16040,55,66
Media Arts,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,504,16040,55,66
Media Arts,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,433,19684,66,77
Media Arts,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,433,19684,66,77
Media Arts,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,429,15706,56,64
Media Arts,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/media-arts/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,429,15706,56,64
Music,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,352,11734,46,52
Music,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,429,9976,41,47
Music,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,429,9976,41,47
Music,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,510,10256,43,48
Music,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,510,10256,43,48
Music,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,580,9633,39,47
Music,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,580,9633,39,47
Music,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,469,12397,48,55
Music,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,469,12397,48,55
Music,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,499,11041,45,51
Music,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/music/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,499,11041,45,51
Visual Arts,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,338,8637,39,43
Visual Arts,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,403,11749,45,52
Visual Arts,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,403,11749,45,52
Visual Arts,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,468,12735,46,56
Visual Arts,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,468,12735,46,56
Visual Arts,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,516,15469,51,64
Visual Arts,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,516,15469,51,64
Visual Arts,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,412,17664,59,70
Visual Arts,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,412,17664,59,70
Visual Arts,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,469,15307,54,63
Visual Arts,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/visual-arts/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,5302,469,15307,54,63
Arabic F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,245,5634,26,28
Arabic F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,388,17984,59,66
Arabic F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,388,17984,59,66
Arabic F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,406,19140,62,69
Arabic F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,406,19140,62,69
Arabic F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,370,24315,74,85
Arabic F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,370,24315,74,85
Arabic F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,351,24039,73,84
Arabic F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,351,24039,73,84
Arabic F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,382,20047,65,72
Arabic F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,382,20047,65,72
Arabic 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,380,24035,74,84
Arabic 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,380,24035,74,84
Arabic 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,390,18562,62,67
Arabic 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/arabic-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,390,18562,62,67
Auslan First-LL Pathway F-10,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,208,4914,25,26
Auslan First-LL Pathway F-10,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,339,23044,73,81
Auslan First-LL Pathway F-10,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,339,23044,73,81
Auslan First-LL Pathway F-10,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,343,22445,70,79
Auslan First-LL Pathway F-10,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,343,22445,70,79
Auslan First-LL Pathway F-10,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,321,25431,76,88
Auslan First-LL Pathway F-10,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,321,25431,76,88
Auslan First-LL Pathway F-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,301,20919,65,74
Auslan First-LL Pathway F-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,301,20919,65,74
Auslan First-LL Pathway F-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,323,16515,56,61
Auslan First-LL Pathway F-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,323,16515,56,61
Auslan First-LL Pathway 7-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,335,26658,81,92
Auslan First-LL Pathway 7-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,335,26658,81,92
Auslan First-LL Pathway 7-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,19000,63,69
Auslan First-LL Pathway 7-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-first-language-learner-pathway-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,19000,63,69
Auslan Second-LL Pathway F-10,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,201,4925,25,26
Auslan Second-LL Pathway F-10,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,319,18246,61,66
Auslan Second-LL Pathway F-10,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,319,18246,61,66
Auslan Second-LL Pathway F-10,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,316,19377,63,70
Auslan Second-LL Pathway F-10,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,316,19377,63,70
Auslan Second-LL Pathway F-10,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,317,20429,64,73
Auslan Second-LL Pathway F-10,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,317,20429,64,73
Auslan Second-LL Pathway F-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,279,22302,69,78
Auslan Second-LL Pathway F-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,279,22302,69,78
Auslan Second-LL Pathway F-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,300,19180,63,69
Auslan Second-LL Pathway F-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,300,19180,63,69
Auslan Second-LL Pathway 7-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,335,27088,82,93
Auslan Second-LL Pathway 7-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,335,27088,82,93
Auslan Second-LL Pathway 7-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,19383,64,70
Auslan Second-LL Pathway 7-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/auslan-second-language-learner-pathway-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,19383,64,70
Chinese Background LL F-10,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,248,4952,24,26
Chinese Background LL F-10,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,378,18396,61,67
Chinese Background LL F-10,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,378,18396,61,67
Chinese Background LL F-10,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,393,20187,64,72
Chinese Background LL F-10,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,393,20187,64,72
Chinese Background LL F-10,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,341,24269,74,85
Chinese Background LL F-10,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,341,24269,74,85
Chinese Background LL F-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,22436,70,79
Chinese Background LL F-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,22092,68,78
