Subject,Year,URL,Understanding of the learning area,Description/Achievement,Content description,Page count WRT PDF's,Count of pages(330 words per page)
Chinese Background LL F-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,361,17370,59,64
Chinese Background LL F-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-learner-pathway-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,361,17370,59,64
Chinese BackgroundFirst LL 7-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-and-first-language-learner-pathway-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,394,21702,66,77
Chinese BackgroundFirst LL 7-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-and-first-language-learner-pathway-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,394,21702,66,77
Chinese BackgroundFirst LL 7-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-and-first-language-learner-pathway-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,384,20194,66,72
Chinese BackgroundFirst LL 7-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-background-language-and-first-language-learner-pathway-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,384,20613,67,74
Chinese Second-LL F-10,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,220,5749,26,28
Chinese Second-LL F-10,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,362,13337,45,52
Chinese Second-LL F-10,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,362,13337,45,52
Chinese Second-LL F-10,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,361,16236,52,60
Chinese Second-LL F-10,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,361,16236,52,60
Chinese Second-LL F-10,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,347,18845,58,68
Chinese Second-LL F-10,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,347,18845,58,68
Chinese Second-LL F-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,347,14075,45,54
Chinese Second-LL F-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,347,14075,45,54
Chinese Second-LL F-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,374,12307,43,48
Chinese Second-LL F-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,374,12307,43,48
Chinese Second-LL 7-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,335,16969,53,62
Chinese Second-LL 7-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,335,16969,53,62
Chinese Second-LL 7-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,351,16502,53,61
Chinese Second-LL 7-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/chinese-second-language-learner-pathway-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,351,16502,53,61
Classical Greek 7-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/classical-greek-7-10/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,285,23860,69,83
Classical Greek 7-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/classical-greek-7-10/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,285,23860,69,83
Classical Greek 7-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/classical-greek-7-10/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,285,7340,30,33
Classical Greek 7-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/classical-greek-7-10/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,285,7340,30,33
French F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,200,6044,26,29
French F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,330,19506,58,70
French F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,330,19506,58,70
French F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,328,21716,61,77
French F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,328,21716,61,77
French F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,329,24002,67,84
French F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,329,24002,67,84
French F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,299,20557,60,73
French F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,299,20557,60,73
French F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,17841,54,65
French F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,17841,54,65
French 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,302,23660,66,83
French 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,302,23660,66,83
French 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,324,18808,58,68
French 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/french-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,324,18808,58,68
German F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,200,3640,20,22
German F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,331,17475,54,64
German F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,331,17475,54,64
German F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,328,19493,59,70
German F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,328,19493,59,70
German F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,337,23581,66,82
German F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,337,23581,66,82
German F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,299,22841,65,80
German F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,299,22841,65,80
German F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,20104,60,72
German F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,20104,60,72
German 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,292,22724,65,80
German 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,292,22724,65,80
German 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,17794,54,65
German 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/german-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,17794,54,65
Hindi F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,249,5072,25,26
Hindi F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,376,17030,57,63
Hindi F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,376,17030,57,63
Hindi F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,398,19977,65,72
Hindi F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,398,19977,65,72
Hindi F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,373,24341,75,85
Hindi F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,373,24341,75,85
Hindi F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,340,20490,64,73
Hindi F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,340,20490,64,73
Hindi F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,382,17684,59,65
Hindi F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,382,17684,59,65
Hindi 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,367,21901,67,77
Hindi 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,367,21901,67,77
Hindi 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,356,18589,61,67
Hindi 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/hindi-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,356,18976,63,69
Indonesian F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,199,4239,22,23
Indonesian F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,331,19820,61,71
Indonesian F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,331,19820,61,71
Indonesian F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,328,21630,64,77
Indonesian F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,328,21630,64,77
Indonesian F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,24645,72,86
Indonesian F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,24645,72,86
Indonesian F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,298,20406,61,73
Indonesian F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,298,20406,61,73
Indonesian F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,17832,57,65
Indonesian F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,17832,57,65
Indonesian 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,292,22338,66,79
Indonesian 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,292,22338,66,79
Indonesian 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,19267,59,69
Indonesian 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/indonesian-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,19267,59,69
Italian F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,200,6041,25,29
Italian F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,330,18914,59,68
Italian F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,330,18914,59,68
Italian F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,329,21863,63,77
Italian F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,329,21863,63,77
Italian F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,329,24894,71,86
Italian F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,329,24894,71,86
Italian F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,301,20565,60,73
Italian F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,301,20565,60,73
Italian F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/italian-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,343,20501,60,73
